Code;Identification;Domaine;Famille d'instrument;Désignation;Type;Nombre d'éléments;Fournisseur;Prix d'achat;Date d'achat;Constructeur;Référence constructeur;N° de série;Mode de lecture;Particularité;Matière;Etat d'utilisation;Commentaire;Valeur nominale;Unité;Référentiel;Résolution;Désignation littérale;N° d'immobilisation;Code instrument;Gestionnaire;Statut;Ident. secondaire;Localisation temporaire;Unité de la résolution;Localisation
PLAST-60;CCOM0043;Débit;Etalon;Standard leak;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI
PLAST-60;CCOM0044;Débit;Etalon;Standard leak;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI
PLAST-60;CCOM0045;Débit;Etalon;Standard leak;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI
PLAST-60;CCOM0046;Débit;Etalon;Standard leak;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI
PLAST-60;CCOM0047;Débit;Etalon;Standard leak;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI
PLAST-60;CCOM0050;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Banc test clapet usa
PLAST-60;CCOM0051;Température;Variable;Thermocouple;TYPE J;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Banc test clapet usa
PLAST-60;CCOM0052;Débit;Variable;Flowmeter;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Banc test clapet usa
PLAST-60;CCOM0053;Débit;Variable;Flowmeter;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Banc test clapet usa
PLAST-60;CCOM0054;Débit;Variable;Flowmeter;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Banc test clapet usa
PLAST-60;CCOM0055;Débit;Variable;Flowmeter;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / BANC TEST CLAPET USA
PLAST-60;CCOM0056;Dimensionnel;Variable;Banc test clapet usa;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / BANC TEST CLAPET USA
PLAST-60;CCOM0057;Débit;Variable;Flowmeter;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / BANC TEST CLAPET USA
PLAST-60;CCOM0058;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;S160QD;;;;Sommeil;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / BANC TEST CLAPET USA
PLAST-60;CCOM0059;Débit;Variable;Flowmeter;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / BANC TEST CLAPET USA
PLAST-60;CCOM0060;Débit;Variable;Liquid flowmeter;LIQUIDE;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / NVH / Station IsoparL\NVH
PLAST-60;CCOM0061;Dimensionnel;Variable;alignment bar;/;;;;;/;;/;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-002_ Banc 2
PLAST-60;CCOM0062;Electricité;Variable;Multimeter;ANALOGIQUE ET NUMERIQUE;0;;;;Fluke;115;31360855WS;;;;Alerte Etalonnage/Vérification;;;;;;"0/600 Ohm; 0/6 kOhm; 0/60 V DC; 0/10 A DC (Tol:±0,3 Ohm; ±1 Ohm; ±40 mV; ±50 mA)";;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / A-COM-02
PLAST-60;CCOM0063;Dimensionnel;Variable;Inclinometer;-;0;;;;NA;;14040200033;;;;En service;;;;;;0/90 ° (Tol:±0,10 °);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / A-COM-02
PLAST-60;CCOM0064;Dimensionnel;Variable;Depth gauge;A COULISSEAU;0;;;;NA;NA;3050;;;;En service;;;;;;0/300 mm (Tol:±0,1 mm);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / A-COM-02
PLAST-60;CCOM0065;Débit;Variable;Banc d'essai;TEST D'ETANCHEITE;0;;;;NA;NA;NA;;;;Réformé;"0/200 L/H
200/2000 L/H
2000/12000 L/H

-400/400 mbar";;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / COM-004
PLAST-60;CCOM0066;Divers;Divers;ROV valve bench;/;;;;;;;;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-014
PLAST-60;CCOM0067;Pression;Variable;Pressure sensor;-;0;;;;rosemont;3051S1CG1A2E12A7JQ4;9508997;;;;Non soumis à l'étalonnage;;;;;;0 / 50 mbar (Tol:± 0,1 mbar);;;C. COLLIEZ;Instrument de mesure;;;;IVC / IVC
PLAST-60;CCOM0068;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0/1,8 Hz (Tol:±0,1 Hz);;;R.GRIMEAU;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-012
PLAST-60;CCOM0069;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;En service;;;;;;0/1000 mm (Tol:±0,5 mm);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Armoire
PLAST-60;CCOM0070;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;4465381;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0071;Dimensionnel;Variable;Displacement transducer;-;0;;;;SENSOREX;SX20MECR050;NA;;;;Sommeil;;;;;;-25/+25 mm (Tol:±0,1 mm);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0072;Dimensionnel;Variable;Displacement transducer;-;0;;;;SENSOREX;SX20MECR050;NA;;;;Sommeil;;;;;;-25/+25 mm (Tol:±0,1 mm);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0073;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;71405;;;;Sommeil;;;;;;0/100 mbar (Tol:±0,1 mbar);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0074;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;71406;;;;En service;;;;;;0/100 mbar (Tol:±0,1 mbar);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0075;Dimensionnel;Variable;Height gauge;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;0/600 mm (Tol:±0,01 mm);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Armoire
PLAST-60;CCOM0076;Angle;Variable;Gradient Bench;INCLINAISON;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0/45° (Tol:Approach device);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-009
PLAST-60;CCOM0077;Angle;Variable;Gradient Bench;INCLINAISON;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-007
PLAST-60;CCOM0078;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;-300/+300 mbar (Tol:±2,5 mbar);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / Armoire
PLAST-60;CCOM0079;Masse;Variable;Scale;NUMERIQUE;0;;0;;DINI ARGEO;;100468721;;;;En service;;0;g;;0;0/30 kg (Tol:±1 g);;;M.MERCIER;Instrument de mesure;;;g;LABORATOIRE DEVELOPPEMENT / COM / Armoire
PLAST-60;CCOM0080;Pression;Variable;Pressure sensor;-;0;;0;;Keller;NA;72956;;;;En service;;;;;;0/100 mbar (Tol:±0,1 mbar);;;M.MERCIER;Etalon de référence;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-002_ Banc 1
PLAST-60;CCOM0081;Dimensionnel;Variable;Thickness gauge;-;0;;0;;NA;NA;NA;;;;En service;;;;;;0/100 mm (Tol:±4 µm);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / A-COM-02
PLAST-60;CCOM0082;Pression;Variable;Pressure sensor;-;0;;0;;Keller;NA;72957;;;;En service;;;;;;0/100 mbar (Tol:±0,1 mbar);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-002_ Banc 2
PLAST-60;CCOM0083;Débit;Variable;Gas flowmeter;GAZ;0;;;;J-TEC;VF563A;12254;;;;En service;;;;;;7,1/283 L/min (Tol:±2 %FS);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / FEP / A-ATEX-03
PLAST-60;CCOM0084;Débit;Variable;Gas flowmeter;GAZ;0;;;;J-TEC;VF563A;12337;;;;En service;;;;;;7,1/283 L/min (Tol:±2 %FS);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / FEP-020 SIMTEC 20 HZ
PLAST-60;CCOM0085;Pression;Variable;pump;/;0;;;;/;;/;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / Armoire
PLAST-60;CCOM0086;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;;;;;En service;;;;;;0/100 mbar (Tol:±0,1 mbar);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0087;Dimensionnel;Variable;Height gauge;-;0;;;;NA;NA;LIN9342890;;;;En service;;;;;;0/600 mm (Tol:±0,05 mm);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / A-COM-02
PLAST-60;CCOM0088;Pression;Variable;Digital Manometer;/;0;;;;Druck;DPI 705E;11971907;;;;Alerte Etalonnage/Vérification;;;;;;-350/350 mbar (Tol:±2,5 mbar);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / COM / A-COM-02
PLAST-60;CCOM0089;Electricité;Variable;Multimeter;ANALOGIQUE ET NUMERIQUE;0;;;;Fluke;95;/;;;;Sommeil;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0090;Electricité;Variable;Stabilized power supply;/;;;;;XANTREX;XHR 60-18;/;;;;Non soumis à l'étalonnage;;;;;;"0/60 V;0/18 A (Tol:Approach device)";;;R.GRIMEAU;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / COM-001
PLAST-60;CCOM0091;/;/;banc Torche plasma;/;;;;;;;;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;R.GRIMEAU;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / ARMOIRE
PLAST-60;CCOM0092;/;/;Inclination sensor;/;;;;;;;;;;;Non soumis à l'étalonnage;;;;;;0/360° (Tol:Approach device);;;R.GRIMEAU;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / ARMOIRE
PLAST-60;CCOM055;Pression;Variable;Vacuum pump;/;;;;;/;;/;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / COM / Armoire
PLAST-60;CDEV0001;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;M. Pasquier;;METROLOGIE / zone calibration
PLAST-60;CDEV0002;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;JM. Turpin;;METROLOGIE / zone calibration
PLAST-60;CDEV0004;Masse;Variable;Balance;Numérique;0;;;;NA;NA;NA;;;;En service;;0;g;;0;0/3 Kg (Tol:+/- 1 g);;;R.GRIMEAU;Instrument de mesure;;LOCAL RESINE;g;LABORATOIRE DEVELOPPEMENT / MET / \
PLAST-60;CDEV0005;Dimensionnel;Traçage;Marbre;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;To be defined (Tol:To be defined);;;Service Calibration (TESTO);Moyen d'approche;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0006;Dimensionnel;Variable;Trusquin;/;0;;;;Mitutoyo;SANS;3004947;;;;Sommeil;;;;;;0/ 600 mm (Tol:+/- 0,01mm);;;Service Calibration (TESTO);Instrument de mesure;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0007;Dimensionnel;Variable;Pige etalon;jeu de 91 piges;0;;;;Mitutoyo;;/;;;;En service;;;;;;To be defined (Tol:To be defined);;;Service Calibration (TESTO);Instrument de mesure;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0008;Dimensionnel;Variable;Slide Gauge;/;0;;;;SANS;;sans;;;;En service;;;;;;0/150 mm (Tol:+/- 0,1mm);;;G.SIZORN;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / FEP
PLAST-60;CDEV0009;Dimensionnel;Variable;Jauge de profondeur;àcoulisseau;0;;;;Mitutoyo;SANS;15279;;;;Sommeil;;;;;;0/300 mm (Tol:+/- 0,1mm);;;Service Calibration (TESTO);Instrument de mesure;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0010;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;Mitutoyo;SANS;1004446;;;;Sommeil;;;;;;0/300 mm (Tol:+/- 0,1mm);;;Service Calibration (TESTO);Instrument de mesure;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0011;Dimensionnel;Forme et surface;Rugosimètre;/;0;;;;SANS;SANS;SANS;;;;Sommeil;;;;;;To be defined (Tol:To be defined);;;Service Calibration (TESTO);Moyen d'approche;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0012;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Moyen d'approche;;N. Leclech;;METROLOGIE / zone calibration
PLAST-60;CDEV0013;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Moyen d'approche;;V. Boutrelle;;METROLOGIE / zone calibration
PLAST-60;CDEV0014;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;JL. Heudel;;METROLOGIE / zone calibration
PLAST-60;CDEV0015;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;O. Ruyant;;METROLOGIE / zone calibration
PLAST-60;CDEV0016;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;Ding Gong;;METROLOGIE / zone calibration
PLAST-60;CDEV0018;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;A. Potier;;METROLOGIE / zone calibration
PLAST-60;CDEV0019;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;F. Dupre;;METROLOGIE / zone calibration
PLAST-60;CDEV0020;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;A. Gautier;;METROLOGIE / zone calibration
PLAST-60;CDEV0021;Electricité;Variable;Multimètre;Analogique et numérique;0;;;;SANS;SANS;SANS;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;A. Gautier;;METROLOGIE / zone calibration
PLAST-60;CDEV0022;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;P. Dupuy;;METROLOGIE / zone calibration
PLAST-60;CDEV0023;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;G. Paolini;;METROLOGIE / zone calibration
PLAST-60;CDEV0024;Dimensionnel;Variable;Pied à coulisse;Universel;0;;;;SANS;SANS;sans;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;Service Calibration (TESTO);Instrument de mesure;;O. Ruyant;;METROLOGIE / zone calibration
PLAST-60;CDEV0025;Dimensionnel;Variable;Pied à coulisse;Standard;;;;;;;;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;J.BOUTIER;Moyen d'approche;;;;DEVELOPPEMENT / DEV / Julien Boutier
PLAST-60;CDEV0026;Dimensionnel;Etalon;Cale étalon de rugosité;étalon;0;;;;MITUTOYO;;3928605811;;;;Perdu;;;;;;To be defined (Tol:To be defined);;;Service Calibration (TESTO);Instrument de mesure;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0027;Divers;Divers;Caméra;/;;;;;;;;;;;Non soumis à l'étalonnage;;;;;;/ (Tol:/);;;S.ANDREAU;Moyen d'approche;;;;METROLOGIE / DEV / S. ANDREAU\RECEPTION QUALITE
PLAST-60;CDEV0028;Dimensionnel;Variable;Micromètre d'extérieur;/;0;;;;MITUTOYO;/;71347883;;;;En service;;;;;;To be defined (Tol:To be defined);;;Service Calibration (TESTO);Instrument de mesure;;;;METROLOGIE / zone calibration
PLAST-60;CDEV0029;Dimensionnel;Variable;Micromètre d'extérieur;/;0;;;;MITUTOYO;/;;;;;Non soumis à l'étalonnage;;;;;;To be defined (Tol:To be defined);;;Service Calibration (TESTO);Moyen d'approche;;;;METROLOGIE / zone calibration
PLAST-60;CEMI0001;Température;Variable;Thermostatic chamber;-;0;;;;WEISS;;5,92261E+13;;;;En service;"
02/05/2018: TOL: +/- 1,5 °C à +/- 2°C.";;;;;18/42 °C (Tol:±1,5 °C);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°5
PLAST-60;CEMI0002;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;970/1050 hPa (Tol:±5 hPa);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°1
PLAST-60;CEMI0003;Température;Variable;Thermostatic chamber;-;0;;;;NA;;NA;;;;En service;"Réunion 02/02/2018: Utilisation avec Restriction de 16 à 40°C. Prévoir intervention maintenance.

Gammes à clarifier.


02/05/2018: TOL: +/- 1,5 °C à +/- 2°C.
15/05/2018: TOL: +/- 2°C à +/- 1,5°C suite au mail de M.MERCIER.

12/07/2018:  Correction de l'offset de l'enceinte à 45°C. 

18/07/2018: Pierre voit avec MAxime MErcier Fiori.

05/11/2018: Calibration à faire en début année 2019, En attendant définir la surface d'étalonnage balissage (paraport au bati).

";;;;;18/42 °C (Tol:±1,5 °C);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°4
PLAST-60;CEMI0004;Masse;Variable;Scale;NUMERIQUE;0;;;;NA;NA;NA;;;;Etalonnage/Vérification en cours;;;;;;At 220 g (Tol:±0,02 g);;;M.MERCIER;Instrument de mesure;;TESTO-23 (BL n° 0608);;LABORATOIRE DEVELOPPEMENT / EMI / Armoire
PLAST-60;CEMI0005;Chimie;Variable;Helium detector;-;0;;;;Alcatel;asi  20;20037;;;;Alerte Etalonnage/Vérification;02/05/2018: Selon préconisation fournisseur. Pas de non conformité sur les 3 dernières étalonnage.Passage à 2 ans. ;;;;;1.10-6/1.10-4 mbar L/s (Tol:±10 %RV);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Banc hélium
PLAST-60;CEMI0006;Masse;Variable;Scale;NUMERIQUE;0;;;;NA;NA;NA;;;;Etalonnage/Vérification en cours;;;;;;0/1 kg (Tol:±0,2 g);;;M.MERCIER;Instrument de mesure;;TESTO-23 (BL n° 0608);;LABORATOIRE DEVELOPPEMENT / EMI / Banc préc. canisters
PLAST-60;CEMI0007;Masse;Variable;Scale;NUMERIQUE;0;;;;NA;NA;NA;;;;Etalonnage/Vérification en cours;;;;;;0/1 kg (Tol:±0,2 g);;;M.MERCIER;Instrument de mesure;;TESTO-23 (BL n° 0608);;LABORATOIRE DEVELOPPEMENT / EMI / Banc préc. canisters
PLAST-60;CEMI0008;Couple;Variable;Torque wrench;REGLABLE;0;;;;NA;NA;"T01005
C0353";;;;Réformé;;;;;;2/5 Nm (Tol:±0,2 Nm);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Armoire
PLAST-60;CEMI0009;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;NA;;;;Sommeil;;;;;;970/1050 hPa (Tol:±5 hPa);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°1
PLAST-60;CEMI0010;Chimie;Variable;Flame Ionization Detector (F.I.D.);/;0;;;;NA;;NA;;;;En service;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / EMI
PLAST-60;CEMI0011;Température;Variable;thermostatic chamber;-;0;;;;WEISS;;NA;;;;Non soumis à l'étalonnage;"maintenance en cours. AUTOMATES HS.

Plan capex 2018.



02/05/2018: TOL: +/- 1,5 °C à +/- 2°C.";;;;;40 °C (Tol:±1,5 °C);;;M.MERCIER;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°1
PLAST-60;CEMI0012;Pression;Variable;Pressure sensor;ATMOSPHERIQUE;0;;;;NA;NA;NA;;;;En service;;;;;;970/1050 hPa (Tol:±5 hPa);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°5
PLAST-60;CEMI0013;Pression;Variable;Pressure sensor;DIFFERENTIEL;0;;;;NA;NA;NA;;;;En service;;;;;;800/1200 hPa (Tol:±5 hPa);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°5
PLAST-60;CEMI0014;Pression;Variable;Pressure sensor;ATMOSPHERIQUE;0;;;;NA;NA;NA;;;;En service;;;;;;970/1050 hPa (Tol:±5 hPa);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°4
PLAST-60;CEMI0015;Pression;Variable;Pressure sensor;DIFFERENTIEL;0;;;;NA;NA;NA;;;;En service;;;;;;800/1200 hPa (Tol:±5 hPa);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°4
PLAST-60;CEMI0016;Chimie;Variable;Flame Ionization Detector (F.I.D.);-;0;;;;MULTIFID;;3.248251.4;;;;Réformé;;;;;;0-50 ppm C3H8 (Tol:± 0.5%);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / ABB1 banc SHED1
PLAST-60;CEMI0017;Chimie;Variable;Flame Ionization Detector (F.I.D.);-;0;;;;MULTIFID;;3.248252.4;;;;Réformé;;;;;;0-50 ppm C3H8 (Tol:± 0.5%);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / ABB2 banc SHED1
PLAST-60;CEMI0018;Chimie;Variable;Flame Ionization Detector (F.I.D.);/;0;;;;NA;;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°5
PLAST-60;CEMI0019;Chimie;Variable;Flame Ionization Detector (F.I.D.);/;0;;;;NA;;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°4
PLAST-60;CEMI0020;Chimie;Variable;Flame Ionization Detector (F.I.D.);/;0;;;;HORIBA;;S200139074400010;;;;En service;;;;;;0-50 ppm C (Tol:± 0.5%);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°6
PLAST-60;CEMI0021;Pression;Variable;Pressure sensor;ATMOSPHERIQUE;0;;;;NA;;4465381;;;;En service;;;;;;970/1050 hPa (Tol:±5 hPa);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°6
PLAST-60;CEMI0022;Pression;Variable;Pressure sensor;DIFFERENTIEL;0;;;;/;;NA;;;;En service;;;;;;800/1200 hPa (Tol:±5 hPa);;;M.MERCIER;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EMI / Mini-shed n°6
